source_ip_address,source_port_number,destination_ip_address,destination_port_number,is_ack,destination_mac_address,acknowledge_number,is_rst,is_cwr,is_fin,total_ip_packet_length,window_size,network_protocol,is_psh,is_syn,is_urg,transport_protocol,ttl,ip_identifier,sequence_number,is_ece,source_mac_address,attack_flag,attack_step,attack_name
127.0.0.1,32924,127.0.0.1,7443,1,00:00:00:00:00:00,3651081294,0,0,0,309,512,IP,1,0,0,TCP,64,32711,2110761076,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,32924,1,00:00:00:00:00:00,2110761333,0,0,0,52,510,IP,0,0,0,TCP,64,40200,3651081294,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,32924,1,00:00:00:00:00:00,2110761333,0,0,0,1184,512,IP,1,0,0,TCP,64,40201,3651081294,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,32924,127.0.0.1,7443,1,00:00:00:00:00:00,3651082426,0,0,0,52,504,IP,0,0,0,TCP,64,32712,2110761333,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,32924,127.0.0.1,7443,1,00:00:00:00:00:00,3651082426,0,0,0,959,512,IP,1,0,0,TCP,64,32713,2110761333,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,32924,127.0.0.1,7443,1,00:00:00:00:00:00,3651082426,0,0,0,209,512,IP,1,0,0,TCP,64,32714,2110762240,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,32924,1,00:00:00:00:00:00,2110762397,0,0,0,52,504,IP,0,0,0,TCP,64,40202,3651082426,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,32924,1,00:00:00:00:00:00,2110762397,0,0,0,595,507,IP,1,0,0,TCP,64,40203,3651082426,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,32924,1,00:00:00:00:00:00,2110762397,0,0,1,1298,512,IP,1,0,0,TCP,64,40204,3651082969,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,32924,127.0.0.1,7443,1,00:00:00:00:00:00,3651084216,0,0,0,52,503,IP,0,0,0,TCP,64,32715,2110762397,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,32924,127.0.0.1,7443,1,00:00:00:00:00:00,3651084216,0,0,1,52,512,IP,0,0,0,TCP,64,32716,2110762397,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,32924,1,00:00:00:00:00:00,2110762398,0,0,0,52,512,IP,0,0,0,TCP,64,0,3651084216,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52860,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,50394,1077803776,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52860,1,00:00:00:00:00:00,1077803777,0,0,0,60,65483,IP,0,0,0,TCP,64,0,1669325655,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52860,127.0.0.1,7443,1,00:00:00:00:00:00,1669325656,0,0,0,52,512,IP,0,0,0,TCP,64,50395,1077803777,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52860,127.0.0.1,7443,1,00:00:00:00:00:00,1669325656,0,0,0,309,512,IP,1,0,0,TCP,64,50396,1077803777,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52860,1,00:00:00:00:00:00,1077804034,0,0,0,52,510,IP,0,0,0,TCP,64,46080,1669325656,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52860,1,00:00:00:00:00:00,1077804034,0,0,0,1182,512,IP,1,0,0,TCP,64,46081,1669325656,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52860,127.0.0.1,7443,1,00:00:00:00:00:00,1669326786,0,0,0,52,504,IP,0,0,0,TCP,64,50397,1077804034,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52860,127.0.0.1,7443,1,00:00:00:00:00:00,1669326786,0,0,0,959,512,IP,1,0,0,TCP,64,50398,1077804034,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52860,127.0.0.1,7443,1,00:00:00:00:00:00,1669326786,0,0,0,203,512,IP,1,0,0,TCP,64,50399,1077804941,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52860,1,00:00:00:00:00:00,1077805092,0,0,0,52,504,IP,0,0,0,TCP,64,46082,1669326786,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52860,1,00:00:00:00:00:00,1077805092,0,0,0,595,507,IP,1,0,0,TCP,64,46083,1669326786,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52860,1,00:00:00:00:00:00,1077805092,0,0,1,1099,512,IP,1,0,0,TCP,64,46084,1669327329,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52860,127.0.0.1,7443,1,00:00:00:00:00:00,1669328377,0,0,0,52,503,IP,0,0,0,TCP,64,50400,1077805092,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52860,127.0.0.1,7443,1,00:00:00:00:00:00,1669328377,0,0,1,52,512,IP,0,0,0,TCP,64,50401,1077805092,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52860,1,00:00:00:00:00:00,1077805093,0,0,0,52,512,IP,0,0,0,TCP,64,0,1669328377,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52868,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,40157,143215634,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52868,1,00:00:00:00:00:00,143215635,0,0,0,60,65483,IP,0,0,0,TCP,64,0,580340177,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52868,127.0.0.1,7443,1,00:00:00:00:00:00,580340178,0,0,0,52,512,IP,0,0,0,TCP,64,40158,143215635,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52868,127.0.0.1,7443,1,00:00:00:00:00:00,580340178,0,0,0,309,512,IP,1,0,0,TCP,64,40159,143215635,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52868,1,00:00:00:00:00:00,143215892,0,0,0,52,510,IP,0,0,0,TCP,64,42443,580340178,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52868,1,00:00:00:00:00:00,143215892,0,0,0,1183,512,IP,1,0,0,TCP,64,42444,580340178,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52868,127.0.0.1,7443,1,00:00:00:00:00:00,580341309,0,0,0,52,504,IP,0,0,0,TCP,64,40160,143215892,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52868,127.0.0.1,7443,1,00:00:00:00:00:00,580341309,0,0,0,957,512,IP,1,0,0,TCP,64,40161,143215892,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52868,127.0.0.1,7443,1,00:00:00:00:00:00,580341309,0,0,0,203,512,IP,1,0,0,TCP,64,40162,143216797,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52868,1,00:00:00:00:00:00,143216948,0,0,0,52,504,IP,0,0,0,TCP,64,42445,580341309,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52868,1,00:00:00:00:00:00,143216948,0,0,0,595,507,IP,1,0,0,TCP,64,42446,580341309,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52868,1,00:00:00:00:00:00,143216948,0,0,1,1381,512,IP,1,0,0,TCP,64,42447,580341852,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52868,127.0.0.1,7443,1,00:00:00:00:00:00,580343182,0,0,0,52,502,IP,0,0,0,TCP,64,40163,143216948,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52868,127.0.0.1,7443,1,00:00:00:00:00:00,580343182,0,0,1,52,512,IP,0,0,0,TCP,64,40164,143216948,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52868,1,00:00:00:00:00:00,143216949,0,0,0,52,512,IP,0,0,0,TCP,64,0,580343182,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52882,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,14666,1308155294,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52882,1,00:00:00:00:00:00,1308155295,0,0,0,60,65483,IP,0,0,0,TCP,64,0,706928772,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52882,127.0.0.1,7443,1,00:00:00:00:00:00,706928773,0,0,0,52,512,IP,0,0,0,TCP,64,14667,1308155295,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52882,127.0.0.1,7443,1,00:00:00:00:00:00,706928773,0,0,0,309,512,IP,1,0,0,TCP,64,14668,1308155295,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52882,1,00:00:00:00:00:00,1308155552,0,0,0,52,510,IP,0,0,0,TCP,64,63821,706928773,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52882,1,00:00:00:00:00:00,1308155552,0,0,0,1183,512,IP,1,0,0,TCP,64,63822,706928773,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52882,127.0.0.1,7443,1,00:00:00:00:00:00,706929904,0,0,0,52,504,IP,0,0,0,TCP,64,14669,1308155552,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52882,127.0.0.1,7443,1,00:00:00:00:00:00,706929904,0,0,0,958,512,IP,1,0,0,TCP,64,14670,1308155552,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52882,127.0.0.1,7443,1,00:00:00:00:00:00,706929904,0,0,0,203,512,IP,1,0,0,TCP,64,14671,1308156458,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52882,1,00:00:00:00:00:00,1308156609,0,0,0,52,504,IP,0,0,0,TCP,64,63823,706929904,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52882,1,00:00:00:00:00:00,1308156609,0,0,0,595,507,IP,1,0,0,TCP,64,63824,706929904,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52882,1,00:00:00:00:00:00,1308156609,0,0,1,1381,512,IP,1,0,0,TCP,64,63825,706930447,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52882,127.0.0.1,7443,1,00:00:00:00:00:00,706931777,0,0,0,52,502,IP,0,0,0,TCP,64,14672,1308156609,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52882,127.0.0.1,7443,1,00:00:00:00:00:00,706931777,0,0,1,52,512,IP,0,0,0,TCP,64,14673,1308156609,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52882,1,00:00:00:00:00:00,1308156610,0,0,0,52,512,IP,0,0,0,TCP,64,0,706931777,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52894,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,50827,168611606,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52894,1,00:00:00:00:00:00,168611607,0,0,0,60,65483,IP,0,0,0,TCP,64,0,2633373131,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52894,127.0.0.1,7443,1,00:00:00:00:00:00,2633373132,0,0,0,52,512,IP,0,0,0,TCP,64,50828,168611607,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52894,127.0.0.1,7443,1,00:00:00:00:00:00,2633373132,0,0,0,309,512,IP,1,0,0,TCP,64,50829,168611607,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52894,1,00:00:00:00:00:00,168611864,0,0,0,52,510,IP,0,0,0,TCP,64,65062,2633373132,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52894,1,00:00:00:00:00:00,168611864,0,0,0,1183,512,IP,1,0,0,TCP,64,65063,2633373132,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52894,127.0.0.1,7443,1,00:00:00:00:00:00,2633374263,0,0,0,52,504,IP,0,0,0,TCP,64,50830,168611864,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52894,127.0.0.1,7443,1,00:00:00:00:00:00,2633374263,0,0,0,958,512,IP,1,0,0,TCP,64,50831,168611864,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52894,127.0.0.1,7443,1,00:00:00:00:00:00,2633374263,0,0,0,209,512,IP,1,0,0,TCP,64,50832,168612770,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52894,1,00:00:00:00:00:00,168612927,0,0,0,52,504,IP,0,0,0,TCP,64,65064,2633374263,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52894,1,00:00:00:00:00:00,168612927,0,0,0,595,507,IP,1,0,0,TCP,64,65065,2633374263,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52894,1,00:00:00:00:00:00,168612927,0,0,1,1101,512,IP,1,0,0,TCP,64,65066,2633374806,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52894,127.0.0.1,7443,1,00:00:00:00:00:00,2633375856,0,0,0,52,503,IP,0,0,0,TCP,64,50833,168612927,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52894,127.0.0.1,7443,1,00:00:00:00:00:00,2633375856,0,0,1,52,512,IP,0,0,0,TCP,64,50834,168612927,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52894,1,00:00:00:00:00:00,168612928,0,0,0,52,512,IP,0,0,0,TCP,64,0,2633375856,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52898,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,30946,3592764151,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52898,1,00:00:00:00:00:00,3592764152,0,0,0,60,65483,IP,0,0,0,TCP,64,0,638665545,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52898,127.0.0.1,7443,1,00:00:00:00:00:00,638665546,0,0,0,52,512,IP,0,0,0,TCP,64,30947,3592764152,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52898,127.0.0.1,7443,1,00:00:00:00:00:00,638665546,0,0,0,309,512,IP,1,0,0,TCP,64,30948,3592764152,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52898,1,00:00:00:00:00:00,3592764409,0,0,0,52,510,IP,0,0,0,TCP,64,53328,638665546,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52898,1,00:00:00:00:00:00,3592764409,0,0,0,1183,512,IP,1,0,0,TCP,64,53329,638665546,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52898,127.0.0.1,7443,1,00:00:00:00:00:00,638666677,0,0,0,52,504,IP,0,0,0,TCP,64,30949,3592764409,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52898,127.0.0.1,7443,1,00:00:00:00:00:00,638666677,0,0,0,959,512,IP,1,0,0,TCP,64,30950,3592764409,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52898,127.0.0.1,7443,1,00:00:00:00:00:00,638666677,0,0,0,209,512,IP,1,0,0,TCP,64,30951,3592765316,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52898,1,00:00:00:00:00:00,3592765473,0,0,0,52,504,IP,0,0,0,TCP,64,53330,638666677,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52898,1,00:00:00:00:00:00,3592765473,0,0,0,595,507,IP,1,0,0,TCP,64,53331,638666677,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52898,1,00:00:00:00:00:00,3592765473,0,0,1,1101,512,IP,1,0,0,TCP,64,53332,638667220,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52898,127.0.0.1,7443,1,00:00:00:00:00:00,638668270,0,0,0,52,503,IP,0,0,0,TCP,64,30952,3592765473,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52898,127.0.0.1,7443,1,00:00:00:00:00:00,638668270,0,0,1,52,512,IP,0,0,0,TCP,64,30953,3592765473,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52898,1,00:00:00:00:00:00,3592765474,0,0,0,52,512,IP,0,0,0,TCP,64,0,638668270,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52906,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,62904,912739447,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52906,1,00:00:00:00:00:00,912739448,0,0,0,60,65483,IP,0,0,0,TCP,64,0,3183455501,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52906,127.0.0.1,7443,1,00:00:00:00:00:00,3183455502,0,0,0,52,512,IP,0,0,0,TCP,64,62905,912739448,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52906,127.0.0.1,7443,1,00:00:00:00:00:00,3183455502,0,0,0,309,512,IP,1,0,0,TCP,64,62906,912739448,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52906,1,00:00:00:00:00:00,912739705,0,0,0,52,510,IP,0,0,0,TCP,64,54843,3183455502,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52906,1,00:00:00:00:00:00,912739705,0,0,0,1184,512,IP,1,0,0,TCP,64,54844,3183455502,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52906,127.0.0.1,7443,1,00:00:00:00:00:00,3183456634,0,0,0,52,504,IP,0,0,0,TCP,64,62907,912739705,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52906,127.0.0.1,7443,1,00:00:00:00:00:00,3183456634,0,0,0,958,512,IP,1,0,0,TCP,64,62908,912739705,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52906,127.0.0.1,7443,1,00:00:00:00:00:00,3183456634,0,0,0,209,512,IP,1,0,0,TCP,64,62909,912740611,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52906,1,00:00:00:00:00:00,912740768,0,0,0,52,504,IP,0,0,0,TCP,64,54845,3183456634,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52906,1,00:00:00:00:00:00,912740768,0,0,0,595,507,IP,1,0,0,TCP,64,54846,3183456634,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52906,1,00:00:00:00:00:00,912740768,0,0,1,1298,512,IP,1,0,0,TCP,64,54847,3183457177,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52906,127.0.0.1,7443,1,00:00:00:00:00:00,3183458424,0,0,0,52,503,IP,0,0,0,TCP,64,62910,912740768,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52906,127.0.0.1,7443,1,00:00:00:00:00:00,3183458424,0,0,1,52,512,IP,0,0,0,TCP,64,62911,912740768,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52906,1,00:00:00:00:00:00,912740769,0,0,0,52,512,IP,0,0,0,TCP,64,0,3183458424,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52912,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,44054,2669869418,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52912,1,00:00:00:00:00:00,2669869419,0,0,0,60,65483,IP,0,0,0,TCP,64,0,2911833737,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52912,127.0.0.1,7443,1,00:00:00:00:00:00,2911833738,0,0,0,52,512,IP,0,0,0,TCP,64,44055,2669869419,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52912,127.0.0.1,7443,1,00:00:00:00:00:00,2911833738,0,0,0,309,512,IP,1,0,0,TCP,64,44056,2669869419,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52912,1,00:00:00:00:00:00,2669869676,0,0,0,52,510,IP,0,0,0,TCP,64,9333,2911833738,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52912,1,00:00:00:00:00:00,2669869676,0,0,0,1182,512,IP,1,0,0,TCP,64,9334,2911833738,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52912,127.0.0.1,7443,1,00:00:00:00:00:00,2911834868,0,0,0,52,504,IP,0,0,0,TCP,64,44057,2669869676,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52912,127.0.0.1,7443,1,00:00:00:00:00:00,2911834868,0,0,0,957,512,IP,1,0,0,TCP,64,44058,2669869676,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52912,127.0.0.1,7443,1,00:00:00:00:00:00,2911834868,0,0,0,203,512,IP,1,0,0,TCP,64,44059,2669870581,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52912,1,00:00:00:00:00:00,2669870732,0,0,0,52,504,IP,0,0,0,TCP,64,9335,2911834868,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52912,1,00:00:00:00:00:00,2669870732,0,0,0,595,507,IP,1,0,0,TCP,64,9336,2911834868,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52912,1,00:00:00:00:00:00,2669870732,0,0,1,1099,512,IP,1,0,0,TCP,64,9337,2911835411,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52912,127.0.0.1,7443,1,00:00:00:00:00:00,2911836459,0,0,0,52,503,IP,0,0,0,TCP,64,44060,2669870732,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52912,127.0.0.1,7443,1,00:00:00:00:00:00,2911836459,0,0,1,52,512,IP,0,0,0,TCP,64,44061,2669870732,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52912,1,00:00:00:00:00:00,2669870733,0,0,0,52,512,IP,0,0,0,TCP,64,0,2911836459,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52914,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,54622,1090398652,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52914,1,00:00:00:00:00:00,1090398653,0,0,0,60,65483,IP,0,0,0,TCP,64,0,765675004,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52914,127.0.0.1,7443,1,00:00:00:00:00:00,765675005,0,0,0,52,512,IP,0,0,0,TCP,64,54623,1090398653,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52914,127.0.0.1,7443,1,00:00:00:00:00:00,765675005,0,0,0,309,512,IP,1,0,0,TCP,64,54624,1090398653,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52914,1,00:00:00:00:00:00,1090398910,0,0,0,52,510,IP,0,0,0,TCP,64,24353,765675005,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52914,1,00:00:00:00:00:00,1090398910,0,0,0,1183,512,IP,1,0,0,TCP,64,24354,765675005,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52914,127.0.0.1,7443,1,00:00:00:00:00:00,765676136,0,0,0,52,504,IP,0,0,0,TCP,64,54625,1090398910,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52914,127.0.0.1,7443,1,00:00:00:00:00:00,765676136,0,0,0,957,512,IP,1,0,0,TCP,64,54626,1090398910,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52914,127.0.0.1,7443,1,00:00:00:00:00:00,765676136,0,0,0,203,512,IP,1,0,0,TCP,64,54627,1090399815,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52914,1,00:00:00:00:00:00,1090399966,0,0,0,52,504,IP,0,0,0,TCP,64,24355,765676136,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52914,1,00:00:00:00:00:00,1090399966,0,0,0,595,507,IP,1,0,0,TCP,64,24356,765676136,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52914,1,00:00:00:00:00:00,1090399966,0,0,1,1381,512,IP,1,0,0,TCP,64,24357,765676679,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52914,127.0.0.1,7443,1,00:00:00:00:00:00,765678009,0,0,0,52,502,IP,0,0,0,TCP,64,54628,1090399966,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52914,127.0.0.1,7443,1,00:00:00:00:00:00,765678009,0,0,1,52,512,IP,0,0,0,TCP,64,54629,1090399966,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52914,1,00:00:00:00:00:00,1090399967,0,0,0,52,512,IP,0,0,0,TCP,64,0,765678009,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52930,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,26693,4062648735,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52930,1,00:00:00:00:00:00,4062648736,0,0,0,60,65483,IP,0,0,0,TCP,64,0,2644407506,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52930,127.0.0.1,7443,1,00:00:00:00:00:00,2644407507,0,0,0,52,512,IP,0,0,0,TCP,64,26694,4062648736,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52930,127.0.0.1,7443,1,00:00:00:00:00:00,2644407507,0,0,0,309,512,IP,1,0,0,TCP,64,26695,4062648736,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52930,1,00:00:00:00:00:00,4062648993,0,0,0,52,510,IP,0,0,0,TCP,64,61292,2644407507,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52930,1,00:00:00:00:00:00,4062648993,0,0,0,1183,512,IP,1,0,0,TCP,64,61293,2644407507,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52930,127.0.0.1,7443,1,00:00:00:00:00:00,2644408638,0,0,0,52,504,IP,0,0,0,TCP,64,26696,4062648993,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52930,127.0.0.1,7443,1,00:00:00:00:00:00,2644408638,0,0,0,958,512,IP,1,0,0,TCP,64,26697,4062648993,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52930,127.0.0.1,7443,1,00:00:00:00:00:00,2644408638,0,0,0,203,512,IP,1,0,0,TCP,64,26698,4062649899,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52930,1,00:00:00:00:00:00,4062650050,0,0,0,52,504,IP,0,0,0,TCP,64,61294,2644408638,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52930,1,00:00:00:00:00:00,4062650050,0,0,0,595,507,IP,1,0,0,TCP,64,61295,2644408638,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,52930,1,00:00:00:00:00:00,4062650050,0,0,1,1381,512,IP,1,0,0,TCP,64,61296,2644409181,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,52930,127.0.0.1,7443,1,00:00:00:00:00:00,2644410511,0,0,0,52,502,IP,0,0,0,TCP,64,26699,4062650050,0,00:00:00:00:00:00,0,benign,normal
